Accuracy,Feature_Combo
0.5732010006904602,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_cont', 'spec_cent', 'spec_band')"
0.5434243083000183,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_cont', 'spec_cent', 'roll_off')"
0.6104218363761902,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_cont', 'spec_cent', 'zcr')"
0.6997518539428711,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_cont', 'spec_cent', 'mfcc')"
0.6823821067810059,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_cont', 'spec_band', 'roll_off')"
0.6947891116142273,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_cont', 'spec_band', 'zcr')"
0.7245657444000244,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_cont', 'spec_band', 'mfcc')"
0.578163743019104,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_cont', 'roll_off', 'zcr')"
0.6749379634857178,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_cont', 'roll_off', 'mfcc')"
0.714640200138092,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_cont', 'zcr', 'mfcc')"
0.5707195997238159,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_cent', 'spec_band', 'roll_off')"
0.5161290168762207,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_cent', 'spec_band', 'zcr')"
0.7245657444000244,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_cent', 'spec_band', 'mfcc')"
0.6129032373428345,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_cent', 'roll_off', 'zcr')"
0.6674938201904297,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_cent', 'roll_off', 'mfcc')"
0.6575682163238525,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_cent', 'zcr', 'mfcc')"
0.5732010006904602,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_band', 'roll_off', 'zcr')"
0.6451612710952759,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_band', 'roll_off', 'mfcc')"
0.7220843434333801,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'spec_band', 'zcr', 'mfcc')"
0.6327543258666992,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux', 'roll_off', 'zcr', 'mfcc')"
0.6203473806381226,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_cont', 'spec_cent', 'spec_band', 'roll_off')"
0.6352357268333435,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_cont', 'spec_cent', 'spec_band', 'zcr')"
0.714640200138092,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_cont', 'spec_cent', 'spec_band', 'mfcc')"
0.6054590344429016,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_cont', 'spec_cent', 'roll_off', 'zcr')"
0.7096773982048035,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_cont', 'spec_cent', 'roll_off', 'mfcc')"
0.6501240730285645,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_cont', 'spec_cent', 'zcr', 'mfcc')"
0.5806451439857483,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_cont', 'spec_band', 'roll_off', 'zcr')"
0.6451612710952759,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_cont', 'spec_band', 'roll_off', 'mfcc')"
0.729528546333313,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_cont', 'spec_band', 'zcr', 'mfcc')"
0.6054590344429016,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_cont', 'roll_off', 'zcr', 'mfcc')"
0.593052089214325,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_cent', 'spec_band', 'roll_off', 'zcr')"
0.7270471453666687,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_cent', 'spec_band', 'roll_off', 'mfcc')"
0.7270471453666687,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_cent', 'spec_band', 'zcr', 'mfcc')"
0.6625310182571411,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_cent', 'roll_off', 'zcr', 'mfcc')"
0.6476426720619202,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_band', 'roll_off', 'zcr', 'mfcc')"
0.593052089214325,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_cont', 'spec_cent', 'spec_band', 'roll_off')"
0.6228287816047668,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_cont', 'spec_cent', 'spec_band', 'zcr')"
0.692307710647583,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_cont', 'spec_cent', 'spec_band', 'mfcc')"
0.6104218363761902,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_cont', 'spec_cent', 'roll_off', 'zcr')"
0.7121587991714478,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_cont', 'spec_cent', 'roll_off', 'mfcc')"
0.6501240730285645,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_cont', 'spec_cent', 'zcr', 'mfcc')"
0.6029776930809021,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_cont', 'spec_band', 'roll_off', 'zcr')"
0.6377171277999878,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_cont', 'spec_band', 'roll_off', 'mfcc')"
0.6774193644523621,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_cont', 'spec_band', 'zcr', 'mfcc')"
0.7022332549095154,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_cont', 'roll_off', 'zcr', 'mfcc')"
0.6302729249000549,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_cent', 'spec_band', 'roll_off', 'zcr')"
0.6997518539428711,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_cent', 'spec_band', 'roll_off', 'mfcc')"
0.6228287816047668,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_cent', 'spec_band', 'zcr', 'mfcc')"
0.6352357268333435,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_cent', 'roll_off', 'zcr', 'mfcc')"
0.6625310182571411,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_band', 'roll_off', 'zcr', 'mfcc')"
0.5359801650047302,"('tempo', 'tonnetz', 'chroma', 'spec_cont', 'spec_cent', 'spec_band', 'roll_off', 'zcr')"
0.714640200138092,"('tempo', 'tonnetz', 'chroma', 'spec_cont', 'spec_cent', 'spec_band', 'roll_off', 'mfcc')"
0.714640200138092,"('tempo', 'tonnetz', 'chroma', 'spec_cont', 'spec_cent', 'spec_band', 'zcr', 'mfcc')"
0.6997518539428711,"('tempo', 'tonnetz', 'chroma', 'spec_cont', 'spec_cent', 'roll_off', 'zcr', 'mfcc')"
0.6625310182571411,"('tempo', 'tonnetz', 'chroma', 'spec_cont', 'spec_band', 'roll_off', 'zcr', 'mfcc')"
0.692307710647583,"('tempo', 'tonnetz', 'chroma', 'spec_cent', 'spec_band', 'roll_off', 'zcr', 'mfcc')"
0.6004962921142578,"('tempo', 'tonnetz', 'rms', 'spec_flux', 'spec_cont', 'spec_cent', 'spec_band', 'roll_off')"
0.5732010006904602,"('tempo', 'tonnetz', 'rms', 'spec_flux', 'spec_cont', 'spec_cent', 'spec_band', 'zcr')"
