Accuracy,Feature_Combo
0.47146400809288025,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_flux')"
0.5856079459190369,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_cont')"
0.5384615659713745,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_cent')"
0.5707195997238159,"('tempo', 'tonnetz', 'chroma', 'rms', 'spec_band')"
0.5905707478523254,"('tempo', 'tonnetz', 'chroma', 'rms', 'roll_off')"
0.5533498525619507,"('tempo', 'tonnetz', 'chroma', 'rms', 'zcr')"
0.6625310182571411,"('tempo', 'tonnetz', 'chroma', 'rms', 'mfcc')"
0.518610417842865,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_cont')"
0.4516128897666931,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_cent')"
0.4267989993095398,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'spec_band')"
0.5533498525619507,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'roll_off')"
0.4168734550476074,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'zcr')"
0.6277915835380554,"('tempo', 'tonnetz', 'chroma', 'spec_flux', 'mfcc')"
0.5483871102333069,"('tempo', 'tonnetz', 'chroma', 'spec_cont', 'spec_cent')"
0.578163743019104,"('tempo', 'tonnetz', 'chroma', 'spec_cont', 'spec_band')"
0.5682381987571716,"('tempo', 'tonnetz', 'chroma', 'spec_cont', 'roll_off')"
0.49875929951667786,"('tempo', 'tonnetz', 'chroma', 'spec_cont', 'zcr')"
0.593052089214325,"('tempo', 'tonnetz', 'chroma', 'spec_cont', 'mfcc')"
0.49627792835235596,"('tempo', 'tonnetz', 'chroma', 'spec_cent', 'spec_band')"
0.4764268100261688,"('tempo', 'tonnetz', 'chroma', 'spec_cent', 'roll_off')"
0.49875929951667786,"('tempo', 'tonnetz', 'chroma', 'spec_cent', 'zcr')"
0.593052089214325,"('tempo', 'tonnetz', 'chroma', 'spec_cent', 'mfcc')"
0.5161290168762207,"('tempo', 'tonnetz', 'chroma', 'spec_band', 'roll_off')"
0.5632754564285278,"('tempo', 'tonnetz', 'chroma', 'spec_band', 'zcr')"
0.6699751615524292,"('tempo', 'tonnetz', 'chroma', 'spec_band', 'mfcc')"
0.4540942907333374,"('tempo', 'tonnetz', 'chroma', 'roll_off', 'zcr')"
0.6898263096809387,"('tempo', 'tonnetz', 'chroma', 'roll_off', 'mfcc')"
0.6203473806381226,"('tempo', 'tonnetz', 'chroma', 'zcr', 'mfcc')"
0.5210918188095093,"('tempo', 'tonnetz', 'rms', 'spec_flux', 'spec_cont')"
0.5210918188095093,"('tempo', 'tonnetz', 'rms', 'spec_flux', 'spec_cent')"
0.5583126544952393,"('tempo', 'tonnetz', 'rms', 'spec_flux', 'spec_band')"
0.6104218363761902,"('tempo', 'tonnetz', 'rms', 'spec_flux', 'roll_off')"
0.49875929951667786,"('tempo', 'tonnetz', 'rms', 'spec_flux', 'zcr')"
0.7096773982048035,"('tempo', 'tonnetz', 'rms', 'spec_flux', 'mfcc')"
0.5384615659713745,"('tempo', 'tonnetz', 'rms', 'spec_cont', 'spec_cent')"
0.593052089214325,"('tempo', 'tonnetz', 'rms', 'spec_cont', 'spec_band')"
